id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
2058,dell,750.0,$,black,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,amd a8-7410 4-core 2.50ghz,2.50,GHz,notebook/laptop,1366.0,768.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
2061,dell,98.0,$,black,"Backlit Keyboard, Wi-Fi, Built-in Microphone, Touchscreen, 10/100 LAN Card, Touch ID, 3D Camera, Widescreen Display, Built-in Webcam, Multi-Touch Trackpad, Force Touch Trackpad, Bluetooth",Undefined,Undefined,undefined,intel,intel core i5 8th generation,1.60,GHz,notebook/laptop,1366.0,768.0,unknown,ssd,500.0,gb,256.0,gb,14,8.0,gb
2064,acer,40.0,$,black,"SD Card Reader, Spill Resistant Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , fully functioning includes charger. will ship in bulk packaging. will show signs of normal use",intel,intel celeron,1.6,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,32.0,gb,32.0,gb,11.6,4.0,gb
2065,hp,65.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi,  HDMI,  Micro SD card slot,  1X USB 3.0,  2X USB 2.0",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel celeron n,2.16,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,16.0,gb,14,4.0,gb
2066,dell,229.0,$,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","shop with peace of mind knowing your purchase is backed by computer super pcs, a microsoft authorized refurbisher partner. (mar) your computer includes a new windows 10 installation. typical scuffs & light scratches can be expected, however nothing obscenely worn / damaged will be present. genuine components are installed to ensure quality.",intel,intel core i5 4th generation 2.70ghz,2.70,GHz,notebook/laptop,1366.0,768.0,windows,ssd,1.0,tb,1.0,tb,14,16.0,gb
2069,lenovo,660.0,$,other,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touchscreen, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,amd,amd ryzen 7,2.00,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,1.0,tb,1.0,tb,13,16.0,gb
2073,hp,50.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",item has been thoroughly inspected and found to be fully functional. laptops have signs of use but are in good condition overall with no major cosmetic issues.,intel,intel celeron n,2.16,GHz,notebook/laptop,1366.0,768.0,windows,emmc,32.0,gb,32.0,gb,11.6,2.0,gb
2077,lenovo,110.0,$,black,Built-in Webcam,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","still in new condition, window 10 pro installed and activated, comes in the original box, ac adapter included",amd,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,64.0,gb,64.0,gb,11.5,64.0,gb
2085,samsung,130.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 2nd generation,1.6,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
2087,asus,349.0,$,blue,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard, Touch ID, Force Touch Trackpad, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i3 12th generation,1.50,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,17.3,8.0,gb
2088,hp,325.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","refurbished hp laptop in good working condition. bang and olufsen limited edition. comes with new battery, windows 10 professional installed, power adapter included. may have some minor wear from handling.",amd,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
2093,lenovo,490.0,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Stylus, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grade b - laptops will have some minor cosmetic blemishes on the body, but are in overall good condition!",intel,intel core i7 10th generation,1.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,14,16.0,gb
2107,lenovo,51.0,$,black,"Bluetooth, Wi-Fi, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested, fully functional. this device is in ok cosmetic condition may have scratches or scuffs on the body and screen. it has been tested and restored to 100% functionality. comes in a white box with a charger.",intel,intel celeron n,1.6,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,14,4.0,gb
2114,dell,120.0,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 8th generation,3.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,13.3,8.0,gb
2117,dell,549.0,$,gray,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",chromebook only. power adapter is not included,intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,32.0,gb,32.0,gb,11.6,4.0,gb
2118,hp,170.0,$,silver,"Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 6th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,8.0,gb,256.0,gb,15.6,8.0,gb
2121,lenovo,400.0,$,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested grade a one year warranty,other,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,1.0,tb,14,32.0,gb
2128,asus,27.98,$,white,"HDMI, SD Card Reader, USB 3.0, Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","power on, no damage, overall the device is good shape, no cap cover, fully functional. used. device and charger included.",other,intel celeron,1.6,GHz,other,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
2132,dell,280.0,$,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good working and in cosmetic shape. comes with a compatible dell charger,intel,intel core i7 6th generation,2.60,GHz,other,1366.0,768.0,windows,ssd,512.0,gb,512.0,gb,14,8.0,gb
2134,dell,399.0,$,black,"Wi-Fi, Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,undefined,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
2135,microsoft,799.0,$,silver,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Convertible 2-in-1 Laptop/Tablet, LTE",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",lte unlocked + warranty,other,intel core i5-l16g7,4.80,GHz,notebook/laptop,2880.0,1920.0,windows,ssd,256.0,gb,256.0,gb,13,16.0,gb
2142,asus,600.0,$,black,"Bluetooth, Wi-Fi, Virtual Reality Ready, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,intel core i7,2.60,GHz,notebook/laptop,3840.0,2160.0,windows,ssd,1.0,tb,1.0,tb,15.6,16.0,gb
2147,lenovo,550.0,$,blue,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",open box excellent condition,intel,intel core i7 11th generation,4.7,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,12.0,gb
2154,dell,90.0,$,black,"Backlit Keyboard, Built-In Webcam, Built-in Speakers, 6-hour Lithium-Ion battery, 1366 x 768 15.6 inch IPS display, Built-In Microphone, 3.9 GHz Quad-core Intel Core i5-8265U cpu w/ 6 MB cache",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 8th gen,3.90,GHz,notebook/laptop,1366.0,768.0,unknown,ssd,512.0,gb,512.0,gb,15.6.,16.0,gb
2161,lenovo,362.2,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.","""our products are tested and confirmed to be 100% fully functional. however, they may have some cosmetic signs of previous use, such as marks on the screen, dents, slightly worn keys or touchpad, and heavy scratches. the device may also have a bios lock or a battery that is less than 80% of its original capacity. these issues do not affect the usability and performance of the device. we offer a 12-month warranty for your peace of mind.",intel,intel core i5 10th generation,4.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,13.3,16.0,gb
2162,other,50.62,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron,1.90,GHz,notebook/laptop,1366.0,768.0,windows,hdd/ssd,128.0,gb,128.0,gb,15.6,4.0,gb
2168,lenovo,400.0,$,other,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested grade a one year warranty,other,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,1.0,tb,14,32.0,gb
2170,hp,239.1,$,other,"Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this is an excellent device, nice specs and in working condition in excellent cosmetic condition, see pics for any imperfections please. the device is super fast, and reliable and with very low usage. grab a bargain.",amd,intel core i5 8th generation,1.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,13.3,8.0,gb
2180,dell,340.0,$,other,"10/100 LAN Card, Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fully tested one year warranty,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1366.0,768.0,windows,ssd,1.0,tb,1.0,tb,15.6,32.0,gb
2181,samsung,49.0,$,black,"Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , includes charger. will ship in bulk packaging. may have sun spots and light screen rash.",intel,intel celeron n3050 1.6ghz dual-core,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,2.0,gb
2188,acer,54.0,$,gray,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","touchscreen works great. item is fully tested & functional item may contain some small corner dents on front lid or bottom of the actual computer, the corners may have small bends as well.the screen may have some minor scuff or hairline scratches but is working . may have sunspots. item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in ok physical condition. the charger is tested and included and may show sign of use",intel,intel celeron n,2.48,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,11.6,4.0,gb
2189,other,223.2,$,other,"GPS, 10/100 LAN Card, Bluetooth, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these are offlease units in good condition !!!,other,intel core i5 6th generation,2.30,GHz,notebook/laptop,1024.0,768.0,windows,ssd,256.0,gb,256.0,gb,10.1,8.0,gb
2191,asus,31.0,$,silver,Touchscreen,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","selling for parts only! good screen, however unit does not work, only turns on. has google account lock. ships chromebook only in bulk packaging",other,arm rockchip rk3288 cortex a17 quad-core,1.80,GHz,notebook/laptop,1280.0,800.0,chrome,unknown,16.0,gb,16.0,gb,10.1,4.0,gb
2193,other,159.0,$,silver,"Bluetooth, Built-in Webcam, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,windows,hdd/ssd,128.0,gb,128.0,gb,15.6,4.0,gb
2200,dell,750.0,$,gray,"3D Camera, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",undefined,other,intel core i7 i7-1355u,1.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
2213,other,113.9,$,other,"Built-in Webcam,  Widescreen Display,  Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","very good condition. photos are for illustration purpose, may have some sign on previous use, i.e. small scratches on lid and outer body.",intel,intel core i3/i5,1.70,GHz,notebook/laptop,1366.0,768.0,windows,hdd/ssd,1.0,tb,256.0,gb,12.5,16.0,gb
2217,dell,110.0,$,blue,"10/100 LAN Card, 3D Camera, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,2.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,12,8.0,gb
2226,dell,79.94,$,gray,"Widescreen Display, Bluetooth, Optical Drive, 10/100 LAN Card, Built-in Webcam, Wi-Fi, Built-in Microphone, Backlit Keyboard",Undefined,Undefined,undefined,intel,intel core i7 3rd generation,2.70,GHz,notebook/laptop,1366.0,768.0,windows,ssd,240.0,gb,256.0,gb,15.6,8.0,gb
2227,lenovo,179.5,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",item cleaned and tested. items are grade a- to b+ in condition. any defective or worn parts are replaced. laptop is refreshed with windows and bonus software including an office suite. bonus software can be removed if requested. all software updates are done and all drivers installed. completed by microsoft certified technicians.,intel,intel core i5-6300u,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,14,8.0,gb
2229,lenovo,400.0,$,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,other,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,2.0,tb,2.0,tb,14,32.0,gb
2238,hp,300.0,$,silver,"Touch ID, Multi-Touch Trackpad, Bluetooth, Wi-Fi, Force Touch Trackpad, Backlit Keyboard, Built-in Microphone, Built-in Webcam, Touchscreen, Widescreen Display, Convertible 2-in-1 Laptop/Tablet",Undefined,Undefined,undefined,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
2240,dell,330.0,$,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",undefined,other,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,13.3,16.0,gb
2247,hp,210.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i7 5th generation,2.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,256.0,gb,256.0,gb,11.6,8.0,gb
2248,asus,806.0,$,blue,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,amd ryzen 7,3.20,GHz,notebook/laptop,2880.0,1800.0,windows,ssd,1.0,tb,1.0,tb,14,16.0,gb
2255,hp,140.0,$,gray,"Bluetooth,  Built-in Microphone,  Touchscreen,  Wi-Fi,  Built-In Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units have hardly been used and are in excellent condition. a power adapter is included.,intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,14.,4.0,gb
2259,dell,290.0,$,other,Touchscreen,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,other,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,13,16.0,gb
2261,dell,140.0,$,black,"Wi-Fi,  10/100 LAN Card,  Backlit Keyboard,  Widescreen Display",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",laptop is in very good condition.,other,intel core i5 8th generation,1.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,256.0,gb,14,16.0,gb
2262,other,2340.0,$,black,"10/100 LAN Card, 5G, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Double Screen, Touch Bar, Virtual Reality Ready, Widescreen Display, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,nvidia,intel core i7 11th generation,3.80,GHz,other,3840.0,2400.0,linux,ssd,1.0,tb,1.0,tb,15.6,64.0,mb
2264,acer,249.9,$,silver,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard",Undefined,Undefined,undefined,intel,intel core i3 11th generation,4.10,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,15.6,4.0,gb
2266,hp,199.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.20,GHz,notebook/laptop,1366.0,768.0,windows,ssd,256.0,gb,256.0,gb,15.6,16.0,gb
2267,lenovo,570.0,$,blue,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi, Fingerprint Reader",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","this laptop has been ""certified factory refurbished"" by lenovo direct (not by 3rd party) to brand new condition and is backed by a lenovo factory warranty. looks just ""like new"" sealed in a lenovo box. lenovo warranty card. all original accessories included! you wont see a difference. save big!!!",intel,intel core i7 11th generation,4.70,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,12.0,gb
2269,dell,167.0,$,other,"Backlit Keyboard,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 7th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,250.0,gb,240.0,gb,12.5,16.0,gb
2270,samsung,38.0,$,black,"Wi-Fi,  Built-in Webcam,  Bluetooth,  Touchscreen,  Backlit Keyboard",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested & functional- . item will contain some small corner cracks on front lid or bottom of the actual computer, the corners may have bends as well.the screen will have some minor scuff or hairline scratches but is working . item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in bad physical condition. the charger is tested and included",intel,intel celeron,2.50,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
2273,hp,54.0,$,black,"Bluetooth, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested & functional .item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in excellent physical condition. the charger is tested and included",intel,intel celeron,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
2275,asus,295.0,$,gray,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Touchscreen,  Wi-Fi,  1 GB NIC",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used very good condition. tested, and in working order. shows signs of normal wear and tear, scratches, dust, nicks, etc.",nvidia,intel core i7-4700 @ 2.4 ghz,2.4,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,500.0,gb,500.0,gb,15,16.0,gb
2282,lenovo,110.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,1.1,GHz,other,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,11.6,32.0,gb
2288,dell,90.0,$,black,Touchscreen,Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
2292,asus,42.0,$,gray,"HDMI,  SD Card Reader,  USB 3.0,  Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested, fully functional. this device is in good cosmetic condition may have minor scratches or scuffs on the body and screen. it has been tested and restored to 100% functionality. comes in a white box with a charger",other,intel celeron n,1.6,GHz,other,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
2300,dell,150.0,$,black,"Touch ID, Rugged, Stylus, LTE, Force Touch Trackpad, Backlit Keyboard, Built-in Microphone, Built-in Webcam, Widescreen Display, Bluetooth, Multi-Touch Trackpad, Optical Drive, Touchscreen, 10/100 LAN Card, Wi-Fi",Undefined,Undefined,undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,512.0,gb,14,16.0,gb
